24297.0	197.46188268270637	-24.241901607764643	0.0109194	11.7688
24354.0	196.60015415882964	-24.16397934762685	0.010532	11.9355
24528.0	196.7353721984805	-23.917091833704983	0.0109	9.65656
24562.0	197.69163875855386	-23.86575481526126	0.0106041	11.5341
24606.0	197.01784039148	-23.79682799250702	0.01098	9.33944
24691.0	196.77490628634453	-23.677022517545165	0.0108809	9.8406
24754.0	196.90725953701977	-23.57893214301877	0.0116211	11.3281
24891.0	197.4487046534184	-23.383840013776723	0.0107259	9.31259
25539.0	196.6666172630648	-22.45582027300333	0.0113989	12.4762
25586.0	196.2707034266294	-22.383971365493924	0.00954202	11.4451
26007.0	197.64866692391902	-21.748217396016763	0.0108655	12.189
27270.0	198.27147204722624	-19.976918372369823	0.0102388	10.383
27554.0	198.37804219712058	-19.54656977244706	0.0109244	9.65579
27575.0	198.25428331337233	-19.51832295314711	0.0100167	7.77613
27631.0	198.07895822806228	-19.446072975181114	0.0102228	11.4765
27752.0	193.9989257689357	-19.26897172070618	0.0117032	12.3178
27756.0	197.94087539943575	-19.261695156708015	0.0102329	9.40963
28843.0	198.147713163478	-17.54242070085895	0.0101865	9.19101
28851.0	198.62670588020734	-17.53359715081394	0.0094506	11.9037
29171.0	198.38434473286702	-17.07872595725958	0.0105455	10.1616
29241.0	198.7074929293208	-16.973645497632585	0.00834241	12.0285
29278.0	197.60397621589885	-16.932736311060246	0.0091519	10.9424
29401.0	198.22735429700117	-16.76589100111815	0.009236	9.36312
29409.0	197.99358751658778	-16.748358492587148	0.0106255	12.0136
29519.0	197.433807750745	-16.60213966326976	0.00981456	9.85833
29528.0	198.74759997497995	-16.590336732690066	0.00735042	8.72195
29580.0	197.47276888081387	-16.51717002225186	0.00886141	11.8217
29599.0	198.70520109814026	-16.492532837061233	0.00833181	9.70819
29603.0	198.64504052965154	-16.491386921470973	0.00905341	12.281
29604.0	198.4754450222928	-16.490928555234866	0.00905618	9.92934
29618.0	198.27319092061163	-16.478094300623937	0.00769632	10.8509
29738.0	198.4840393892198	-16.27343377620321	0.00908168	12.3337
29757.0	198.79400955638556	-16.238655238038767	0.0100935	11.5509
29817.0	198.30183881036817	-16.13036621475904	0.0102849	11.0804
29826.0	198.51326023677146	-16.12314694654039	0.0103829	9.48112
29949.0	198.75905913088258	-15.95171797423725	0.00846942	9.81368
